protein_id	go_term	score	aspect
A0A0A2JK41	GO:0005576	0.769	C
A0A0A2JK41	GO:0005615	0.339	C
A0A0A2K253	GO:0005576	0.551	C
A0A0A2KI06	GO:0005576	0.584	C
A0A0A2KI06	GO:0009277	0.421	C
A0A0A8X338	GO:0005886	0.774	C
A0A0B4J1U4	GO:0005576	0.444	C
A0A0B4J1U4	GO:0005886	0.784	C
A0A0B4J200	GO:0005576	0.706	C
A0A0B4K7K9	GO:0030057	0.394	C
A0A0B4K7K9	GO:0048786	0.316	C
A0A0B4K7K9	GO:0098831	0.544	C
A0A0C3D4E3	GO:0005576	0.889	C
A0A0C4DH27	GO:0005576	0.575	C
A0A0C4DH27	GO:0005886	0.737	C
A0A0C4DH62	GO:0005576	0.770	C
A0A0D1BZL3	GO:0005576	0.732	C
A0A0D1BZL3	GO:0031160	0.378	C
A0A0D1C4X3	GO:0005634	0.384	C
A0A0D1C4X3	GO:0005829	0.336	C
A0A0D1C5X6	GO:0005576	0.599	C
A0A0D1C5X6	GO:0005615	0.369	C
A0A0D1CKI0	GO:0005576	0.486	C
A0A0D1CKI0	GO:0009277	0.530	C
A0A0D1CKI0	GO:0030446	0.549	C
A0A0D1DPX0	GO:0005576	0.749	C
A0A0D1E951	GO:0005576	0.433	C
A0A0E1RWL5	GO:0005829	0.429	C
A0A0E1RXK8	GO:0005783	0.335	C
A0A0E1RXK8	GO:0005886	0.317	C
A0A0E3D8N3	GO:0005783	0.307	C
A0A0F6B5X3	GO:0032993	0.366	C
A0A0F6B5X3	GO:0110001	0.989	C
A0A0F6B5X4	GO:0005829	0.378	C
A0A0F6B8D8	GO:0005829	0.447	C
A0A0F6B8D9	GO:0005829	0.382	C
A0A0F6B8D9	GO:0032993	0.396	C
A0A0F6B8D9	GO:0110001	0.983	C
A0A0F6BAH8	GO:0032993	0.371	C
A0A0F6BAH8	GO:0110001	0.962	C
A0A0F6BAH9	GO:0005829	0.419	C
A0A0F6NRE2	GO:0005576	0.585	C
A0A0F6NRE2	GO:0009274	0.390	C
A0A0F7TZ11	GO:0005783	0.609	C
A0A0F7TZ11	GO:0005789	0.330	C
A0A0F9X418	GO:0005634	0.349	C
A0A0F9X418	GO:0005829	0.633	C
A0A0H2X6L3	GO:0005829	0.565	C
A0A0H2X6L3	GO:0005886	0.563	C
A0A0H3HYU6	GO:0005886	0.546	C
A0A0H3HYU6	GO:0009274	0.408	C
A0A0H3HYU6	GO:0032993	0.477	C
A0A0H3KA40	GO:0005886	0.884	C
A0A0H3LMJ1	GO:0005886	0.663	C
A0A0H3LVU7	GO:0005886	0.854	C
A0A0J9U5N0	GO:0005634	0.896	C
A0A0J9UHQ6	GO:0005576	0.525	C
A0A0J9UHQ6	GO:0009277	0.731	C
A0A0J9UHQ6	GO:0030446	0.485	C
A0A0J9UJP6	GO:0005576	0.627	C
A0A0J9UJP6	GO:0005615	0.313	C
A0A0J9VT58	GO:0005634	0.844	C
A0A0J9VYS2	GO:0005634	0.856	C
A0A0J9W3S9	GO:0005634	0.827	C
A0A0J9W9G2	GO:0005634	0.855	C
A0A0J9WAS0	GO:0005634	0.843	C
A0A0J9WG94	GO:0005634	0.791	C
A0A0J9WP80	GO:0005634	0.802	C
A0A0J9WVC0	GO:0005634	0.846	C
A0A0J9YWL9	GO:0001533	0.711	C
A0A0J9YWL9	GO:0005634	0.433	C
A0A0J9YWL9	GO:0005654	0.430	C
A0A0J9YWL9	GO:0005737	0.365	C
A0A0J9YWL9	GO:0106333	0.361	C
A0A0J9YWP8	GO:0005576	0.793	C
A0A0J9YWX3	GO:0005576	0.680	C
A0A0J9YXG5	GO:0005576	0.767	C
A0A0J9YXM7	GO:0005576	0.748	C
A0A0J9YY54	GO:0001533	0.409	C
A0A0J9YY54	GO:0005634	0.386	C
A0A0J9YY54	GO:0005654	0.326	C
A0A0J9YY54	GO:0005737	0.405	C
A0A0J9YY54	GO:0005829	0.302	C
A0A0K3AWP8	GO:0140268	0.748	C
A0A0L1JF88	GO:0005886	0.670	C
A0A0L1JF88	GO:0009274	0.344	C
A0A0M4JNZ0	GO:0005886	0.542	C
A0A0M8N4S6	GO:0005829	0.588	C
A0A0M8N8C7	GO:0005783	0.403	C
A0A0M8N9Q3	GO:0005634	0.340	C
A0A0M8N9Q3	GO:0005829	0.583	C
A0A0N7KBN8	GO:0005576	0.902	C
A0A0N9LWM6	GO:0005576	0.898	C
A0A0P0UTI6	GO:0005576	0.784	C
A0A0P0UTJ1	GO:0005576	0.810	C
A0A0P0UTJ1	GO:0005615	0.528	C
A0A0P0UTQ7	GO:0005576	0.923	C
A0A0Q9K5G9	GO:0005829	0.620	C
A0A0U1RQI7	GO:0001533	0.464	C
A0A0U1RQI7	GO:0005634	0.442	C
A0A0U1RQS6	GO:0005886	0.652	C
A0A125YWU9	GO:0005886	0.581	C
A0A125YYB5	GO:0005634	0.513	C
A0A125YYB5	GO:0005654	0.393	C
A0A125YYB5	GO:0005739	0.665	C
A0A183	GO:0005634	0.400	C
A0A183	GO:0005829	0.313	C
A0A194VQ39	GO:0005886	0.841	C
A0A194VQN7	GO:0005829	0.372	C
A0A194VQT0	GO:0005886	0.791	C
A0A194W8T8	GO:0005737	0.384	C
A0A194W8T8	GO:0005886	0.400	C
A0A194W8T8	GO:0032153	0.380	C
A0A194W8T8	GO:0035840	0.397	C
A0A1B0GTH9	GO:0005634	0.403	C
A0A1B0GTH9	GO:0005829	0.330	C
A0A1B0GTI8	GO:0005886	0.547	C
A0A1B0GTR0	GO:0005615	0.349	C
A0A1B0GTS1	GO:0005634	0.761	C
A0A1B0GTS1	GO:0005654	0.504	C
A0A1B0GTY4	GO:0005886	0.425	C
A0A1B0GU29	GO:0005886	0.492	C
A0A1B0GUA5	GO:0005886	0.468	C
A0A1B0GUA7	GO:0005576	0.405	C
A0A1B0GUA7	GO:0005615	0.335	C
A0A1B0GUA7	GO:0005886	0.446	C
A0A1B0GUV8	GO:0005576	0.450	C
A0A1B0GUV8	GO:0005615	0.383	C
A0A1B0GUV8	GO:0070062	0.328	C
A0A1B0GV85	GO:0005886	0.469	C
A0A1B0GV90	GO:0005886	0.338	C
A0A1B0GVD1	GO:0005615	0.449	C
A0A1B0GVH4	GO:0005576	0.314	C
A0A1B0GVN3	GO:0005886	0.404	C
A0A1B0GVS7	GO:0005886	0.507	C
A0A1B0GVT2	GO:0005886	0.484	C
A0A1B0GVV1	GO:0005886	0.627	C
A0A1B0GVX0	GO:0005886	0.384	C
A0A1B0GW54	GO:0005886	0.382	C
A0A1B0GW64	GO:0005886	0.731	C
A0A1B0GWB2	GO:0005886	0.525	C
A0A1B0GWH4	GO:0005634	0.759	C
A0A1B0GWH4	GO:0005654	0.492	C
A0A1D8PCF5	GO:0005634	0.343	C
A0A1D8PCF5	GO:0005737	0.443	C
A0A1D8PCF5	GO:0019005	0.451	C
A0A1D8PCM7	GO:0005634	0.738	C
A0A1D8PCT5	GO:0005783	0.314	C
A0A1D8PCT7	GO:0005783	0.322	C
A0A1D8PDI4	GO:0005634	0.835	C
A0A1D8PE43	GO:0005634	0.854	C
A0A1D8PEH1	GO:0005634	0.923	C
A0A1D8PEJ0	GO:0005783	0.378	C
A0A1D8PG41	GO:0005634	0.699	C
A0A1D8PG41	GO:0005737	0.395	C
A0A1D8PGF3	GO:0005634	0.788	C
A0A1D8PGW8	GO:0005783	0.350	C
A0A1D8PHW6	GO:0005634	0.645	C
A0A1D8PHW6	GO:0005737	0.342	C
A0A1D8PI22	GO:0005737	0.332	C
A0A1D8PI22	GO:0005739	0.313	C
A0A1D8PI22	GO:0005783	0.421	C
A0A1D8PJ72	GO:0005634	0.415	C
A0A1D8PJ96	GO:0005634	0.729	C
A0A1D8PJ96	GO:0005737	0.395	C
A0A1D8PJJ7	GO:0005634	0.514	C
A0A1D8PJJ7	GO:0005737	0.366	C
A0A1D8PJX7	GO:0005634	0.338	C
A0A1D8PKB5	GO:0005634	0.590	C
A0A1D8PL89	GO:0005634	0.792	C
A0A1D8PLA4	GO:0005634	0.521	C
A0A1D8PLA4	GO:0005737	0.339	C
A0A1D8PLT8	GO:0005634	0.552	C
A0A1D8PLT8	GO:0005737	0.601	C
A0A1D8PM93	GO:0000932	0.810	C
A0A1D8PM93	GO:0005634	0.355	C
A0A1D8PM93	GO:0005737	0.566	C
A0A1D8PME2	GO:0005634	0.490	C
A0A1D8PME2	GO:0005737	0.366	C
A0A1D8PMM6	GO:0005783	0.393	C
A0A1D8PMQ3	GO:0005783	0.444	C
A0A1D8PN93	GO:0005634	0.443	C
A0A1D8PN93	GO:0005737	0.430	C
A0A1D8PNF7	GO:0005634	0.663	C
A0A1D8PNM8	GO:0005634	0.583	C
A0A1D8PNM8	GO:0005737	0.371	C
A0A1D8PNN1	GO:0005634	0.451	C
A0A1D8PPQ3	GO:0005634	0.569	C
A0A1D8PPQ3	GO:0005737	0.301	C
A0A1D8PQ19	GO:0005783	0.334	C
A0A1D8PRL9	GO:0005634	0.853	C
A0A1D8PRL9	GO:0005829	0.354	C
A0A1D8PT64	GO:0005634	0.493	C
A0A1D8PU45	GO:0005634	0.715	C
A0A1D9PXD2	GO:0005634	0.854	C
A0A1D9PYE1	GO:0000785	0.503	C
A0A1D9PYE1	GO:0005634	0.854	C
A0A1D9PYE1	GO:0005737	0.358	C
A0A1D9QGL5	GO:0000785	0.391	C
A0A1D9QGL5	GO:0005634	0.871	C
A0A1D9QGL5	GO:0005737	0.378	C
A0A1E3M8P2	GO:0005737	0.363	C
A0A1E3M8P2	GO:0005829	0.584	C
A0A1F5L592	GO:0005829	0.664	C
A0A1I1NU16	GO:0005886	0.619	C
A0A1I1NU16	GO:0009274	0.347	C
A0A1I1NU27	GO:0005829	0.581	C
A0A1I1P074	GO:0005829	0.364	C
A0A1I1P074	GO:0005886	0.451	C
A0A1I1P2K9	GO:0005737	0.311	C
A0A1I1P2K9	GO:0005829	0.387	C
A0A1I9QLC3	GO:0005576	0.589	C
A0A1I9QLC3	GO:0020002	0.342	C
A0A1I9QLC4	GO:0005576	0.592	C
A0A1I9QLC4	GO:0020002	0.338	C
A0A1I9QLC5	GO:0005576	0.649	C
A0A1I9QLC5	GO:0020002	0.463	C
A0A1I9QLC5	GO:0031160	0.328	C
A0A1I9QLC6	GO:0005576	0.545	C
A0A1I9QLC6	GO:0020002	0.349	C
A0A1I9QLC7	GO:0005576	0.554	C
A0A1I9QLC7	GO:0020002	0.370	C
A0A1I9QLC8	GO:0005576	0.576	C
A0A1I9QLC8	GO:0020002	0.527	C
A0A1I9QLC9	GO:0005576	0.522	C
A0A1I9QLC9	GO:0009277	0.367	C
A0A1I9QLD0	GO:0005576	0.592	C
A0A1I9QLD1	GO:0005576	0.650	C
A0A1I9QLD1	GO:0020002	0.352	C
A0A1L9X985	GO:0005829	0.431	C
A0A1L9X986	GO:0005634	0.634	C
A0A1L9X9G5	GO:0005829	0.497	C
A0A1Q5Q699	GO:0005634	0.325	C
A0A1Q5Q699	GO:0005737	0.301	C
A0A1Q5Q699	GO:0005829	0.633	C
A0A1S4FD88	GO:0005886	0.586	C
A0A1V6KBG7	GO:0005829	0.479	C
A0A1V6KBG7	GO:0005886	0.549	C
A0A1V6KBG7	GO:0009274	0.417	C
A0A1W2PPK0	GO:0005634	0.558	C
A0A1W2PPK0	GO:0005654	0.387	C
A0A1W2PPM1	GO:0005634	0.582	C
A0A1W2PPM1	GO:0005654	0.416	C
A0A219TTW8	GO:0005576	0.795	C
A0A224AUB0	GO:0005886	0.868	C
A0A224AUB0	GO:0009274	0.356	C
A0A261GRE4	GO:0005576	0.410	C
A0A286YEV6	GO:0005829	0.890	C
A0A286YEX9	GO:0005829	0.873	C
A0A286YEY9	GO:0005829	0.810	C
A0A286YF01	GO:0005829	0.811	C
A0A286YF46	GO:0005829	0.761	C
A0A286YF58	GO:0005886	0.415	C
A0A286YF60	GO:0005829	0.862	C
A0A286YF77	GO:0005829	0.842	C
A0A286YFB4	GO:0005829	0.889	C
A0A286YFG1	GO:0005829	0.858	C
A0A2G0QDP0	GO:0005829	0.392	C
A0A2G0QDP0	GO:0005886	0.380	C
A0A2H4SBS0	GO:0005576	0.779	C
A0A2H4SBS0	GO:0005615	0.380	C
A0A2H4SHM4	GO:0005576	0.811	C
A0A2H4SI69	GO:0005576	0.794	C
A0A2H4SI69	GO:0031160	0.691	C
A0A2K3D179	GO:0005829	0.523	C
A0A2R8Y4M4	GO:0005886	0.511	C
A0A2R8Y4Y8	GO:0005576	0.395	C
A0A2R8Y4Y8	GO:0005615	0.417	C
A0A2R8Y747	GO:0005737	0.397	C
A0A2R8Y747	GO:0005829	0.324	C
A0A2R8Y7Y5	GO:0005886	0.782	C
A0A2R8Y7Y5	GO:0016020	0.343	C
A0A2R8YCJ5	GO:0005886	0.380	C
A0A2T1AE85	GO:0005829	0.812	C
A0A2T3YYV2	GO:0005576	0.692	C
A0A2T3YYV2	GO:0031160	0.430	C
A0A2T3Z3L3	GO:0005576	0.695	C
A0A2T3ZAF2	GO:0005576	0.699	C
A0A2T3ZAF2	GO:0005615	0.320	C
A0A2T3ZC06	GO:0005576	0.856	C
A0A2T3ZCF4	GO:0005576	0.712	C
A0A2T3ZJ73	GO:0005576	0.752	C
A0A2T3ZJ73	GO:0009277	0.316	C
A0A2T3ZJ73	GO:0030446	0.746	C
A0A2T3ZJ73	GO:0031160	0.464	C
A0A2T3ZJV9	GO:0005576	0.782	C
A0A2T3ZKC8	GO:0005576	0.764	C
A0A2Z4LIS9	GO:0005634	0.767	C
A0A2Z4LIS9	GO:0005654	0.543	C
A0A2Z4LIS9	GO:0005737	0.330	C
A0A2Z5U3C2	GO:0005783	0.649	C
A0A2Z5U3C2	GO:0005789	0.388	C
A0A384JA57	GO:0005576	0.778	C
A0A384JA57	GO:0031160	0.578	C
A0A384JJH8	GO:0005576	0.483	C
A0A384JJH8	GO:0005615	0.328	C
A0A384JJM8	GO:0005576	0.637	C
A0A384JW35	GO:0005576	0.682	C
A0A385XI13	GO:0005634	0.599	C
A0A385XI13	GO:0005829	0.421	C
A0A385XIL0	GO:0005634	0.733	C
A0A385XIL0	GO:0005730	0.717	C
A0A3A4NVY7	GO:0005829	0.515	C
A0A3A4NVY7	GO:0005886	0.307	C
A0A3N2PQC3	GO:0005576	0.678	C
A0A3P8MJV5	GO:0005576	0.839	C
A0A411D538	GO:0005576	0.798	C
A0A423VH03	GO:0000785	0.436	C
A0A423VH03	GO:0005634	0.864	C
A0A423VH03	GO:0005737	0.370	C
A0A423VWI2	GO:0005576	0.612	C
A0A423VWI2	GO:0009277	0.337	C
A0A423W697	GO:0005737	0.487	C
A0A423W697	GO:0005886	0.362	C
A0A423W697	GO:0005934	0.422	C
A0A423W697	GO:0005935	0.344	C
A0A423W697	GO:0030428	0.656	C
A0A423W697	GO:0043332	0.421	C
A0A423W697	GO:0061645	0.476	C
A0A429XDI3	GO:0005829	0.647	C
A0A436ZWN6	GO:0005886	0.864	C
A0A436ZYJ3	GO:0005886	0.812	C
A0A437AGY2	GO:0005886	0.851	C
A0A455LJ99	GO:0005634	0.848	C
A0A455LJ99	GO:0005737	0.333	C
A0A455ZLR3	GO:0005829	0.522	C
A0A455ZM03	GO:0005783	0.381	C
A0A455ZMR3	GO:0005634	0.530	C
A0A455ZMR3	GO:0005829	0.398	C
A0A482PJF5	GO:0005634	0.537	C
A0A482PJF5	GO:0005737	0.497	C
A0A482PJF5	GO:0005829	0.465	C
A0A482PJY4	GO:0005634	0.552	C
A0A482PJY4	GO:0005737	0.511	C
A0A482PJY4	GO:0005829	0.508	C
A0A482PUS2	GO:0005634	0.361	C
A0A482PUS2	GO:0005737	0.374	C
A0A494BZU4	GO:0005886	0.536	C
A0A4P1LYB6	GO:0005829	0.504	C
A0A509AFJ3	GO:0005739	0.393	C
A0A509AFJ3	GO:0020011	0.912	C
A0A509AKT6	GO:0005886	0.329	C
A0A559KX76	GO:0005634	0.402	C
A0A559KX76	GO:0005829	0.474	C
A0A5F9ZH02	GO:0005783	0.301	C
A0A5F9ZHS7	GO:0005634	0.532	C
A0A5F9ZHS7	GO:0005654	0.358	C
A0A5N6TQK6	GO:0005829	0.705	C
A0A6A6H2E0	GO:0005829	0.309	C
A0A6B9HEI0	GO:0005886	0.567	C
A0A6B9HEI0	GO:0009274	0.511	C
A0A6E8W6Y5	GO:0005886	0.509	C
A0A6I8PU40	GO:0005739	0.387	C
A0A6V8GY66	GO:0005783	0.758	C
A0A6V8GY66	GO:0005789	0.311	C
A0A6V8R0V1	GO:0005576	0.824	C
A0A7I2V3R4	GO:0005886	0.559	C
A0A7J6K463	GO:0005739	0.470	C
A0A7J6K5A8	GO:0005737	0.321	C
A0A7J6K5A8	GO:0005739	0.386	C
A0A7J6KC99	GO:0005886	0.320	C
A0A7J6KDB0	GO:0020009	0.439	C
A0A7J6KDB0	GO:0044174	0.587	C
A0A7J6KF92	GO:0005737	0.333	C
A0A7L5EB83	GO:0005829	0.338	C
A0A7L5EB83	GO:0005886	0.309	C
A0A7R7ZUZ1	GO:0005783	0.635	C
A0A7R7ZUZ1	GO:0005789	0.362	C
A0A7S7NT01	GO:0005886	0.384	C
A0A7T8F1J6	GO:0005829	0.551	C
A0A7T8F1L1	GO:0005829	0.650	C
A0A7T8F1L3	GO:0005634	0.327	C
A0A7T8F1L3	GO:0005829	0.506	C
A0A7T8F1L4	GO:0005829	0.660	C
A0A7U2I117	GO:0005634	0.859	C
A0A7U2I117	GO:0005737	0.401	C
A0A7U2QXW1	GO:0000785	0.331	C
A0A7U2QXW1	GO:0005634	0.857	C
A0A7U2QXW1	GO:0005737	0.341	C
A0A7V4WV16	GO:0005829	0.483	C
A0A7V4WV16	GO:0005886	0.342	C
A0A8A5N547	GO:0005576	0.565	C
A0A8A5N547	GO:0020002	0.336	C
A0A8B0M5T9	GO:0005829	0.359	C
A0A8B0M728	GO:0005829	0.361	C
A0A8B0M9T7	GO:0005829	0.382	C
A0A9E8S4N7	GO:0005576	0.634	C
A0A9E8S4N7	GO:0020002	0.422	C
A0A9E8S4N7	GO:0042025	0.369	C
A0A9P4XV22	GO:0000785	0.346	C
A0A9P4XV22	GO:0005634	0.885	C
A0A9P4XWM4	GO:0005634	0.702	C
A0A9P4XWM4	GO:0005737	0.430	C
A0A9P5BNK0	GO:0005811	0.909	C
A0A9P5BNK0	GO:0005829	0.356	C
A0A9P5BNK0	GO:0005886	0.301	C
A0A9P5BNK0	GO:0032994	0.546	C
A0A9P5CTI1	GO:0005576	0.438	C
A0A9P5CTI1	GO:0030287	0.306	C
A0A9W3HR36	GO:0005634	0.465	C
A0A9W3HR36	GO:0005654	0.410	C
A0A9W3HR52	GO:0005737	0.471	C
A0A9W3N256	GO:0005634	0.591	C
A0A9W3N256	GO:0020023	0.506	C
A0AAD6ISS3	GO:0005886	0.812	C
A0AAD6ISS3	GO:0038038	0.406	C
A0AAD6ISS3	GO:0070250	0.645	C
A0AAD6NH75	GO:0005768	0.376	C
A0AAD6NH75	GO:0005770	0.317	C
A0AAD6NH75	GO:0005829	0.346	C
A0AAD6NIB7	GO:0005576	0.553	C
A0AAD6NIB7	GO:0005615	0.351	C
A0AAG2TCD0	GO:0005886	0.509	C
A0AAG2TU59	GO:0005737	0.419	C
A0AAI7ZGA5	GO:0005829	0.520	C
A0AAI7ZGC7	GO:0030288	0.380	C
A0AAI7ZGC9	GO:0005886	0.774	C
A0AAN2H888	GO:0005634	0.379	C
A0AAN2H888	GO:0005783	0.581	C
A0AAN2H888	GO:0005829	0.363	C
A0AAQ5BIG5	GO:0005634	0.422	C
A0AAQ5BIG5	GO:0005737	0.421	C
A0AAQ5BIG5	GO:0005829	0.328	C
A0AAU7VAE8	GO:0005886	0.799	C
A0AB32TH67	GO:0005576	0.571	C
A0AB32TH67	GO:0005615	0.749	C
A0AB73RZI6	GO:0005634	0.888	C
A0AB73RZI6	GO:0005737	0.346	C
A0PJX8	GO:0005783	0.472	C
A0PJX8	GO:0005789	0.634	C
A0QUE0	GO:0005829	0.368	C
A0QUE0	GO:0005886	0.900	C
A0QUE0	GO:0009274	0.587	C
A0QV03	GO:0005829	0.668	C
A0QV03	GO:0022625	0.503	C
A0R0H1	GO:0005576	0.613	C
A0R0H1	GO:0005886	0.554	C
A0R0H1	GO:0009274	0.519	C
A0R2N2	GO:0005886	0.877	C
A0R2N2	GO:0009274	0.450	C
A0R530	GO:0005829	0.338	C
A0R530	GO:0005886	0.762	C
A0R5I3	GO:0005576	0.643	C
A0R5I3	GO:0009274	0.439	C
A0ZSE6	GO:0005886	0.402	C
A1CVQ3	GO:0005829	0.634	C
A1DBL3	GO:0005576	0.808	C
A1Z8F4	GO:0005634	0.727	C
A2AJT9	GO:0005634	0.450	C
A2AJT9	GO:0005654	0.397	C
A2E926	GO:0005737	0.378	C
A2IA78	GO:0005576	0.816	C
A2IA78	GO:0005615	0.481	C
A2IA89	GO:0005615	0.401	C
A2IA90	GO:0005615	0.351	C
A2IA93	GO:0005615	0.430	C
A2IAB1	GO:0005576	0.829	C
A2IAB2	GO:0005576	0.857	C
A2IAD0	GO:0005576	0.933	C
A2IAD2	GO:0005576	0.942	C
A2QQU8	GO:0005634	0.814	C
A3MTR6	GO:0005739	0.858	C
A3MTR6	GO:0005759	0.517	C
A4D1E1	GO:0005634	0.364	C
A4D1S0	GO:0005886	0.675	C
A4D1U4	GO:0005737	0.480	C
A4D1U4	GO:0005829	0.562	C
A4D2B8	GO:0005739	0.699	C
A4D2B8	GO:0005759	0.449	C
A4D9B0	GO:0005829	0.476	C
A4D9K7	GO:0005634	0.853	C
A4FU69	GO:0097228	0.568	C
A4LAR6	GO:0005576	0.555	C
A4LAR6	GO:0020002	0.345	C
A4QPH2	GO:0005737	0.355	C
A4QPH2	GO:0005829	0.443	C
A4X5N0	GO:0005829	0.493	C
A4XXY9	GO:0005829	0.448	C
A4XXZ0	GO:0005829	0.494	C
A5PLL1	GO:0005737	0.384	C
A5PLL1	GO:0005829	0.416	C
A6H8M9	GO:0005886	0.685	C
A6NC62	GO:0005576	0.708	C
A6NC62	GO:0005615	0.340	C
A6NC86	GO:0005576	0.380	C
A6NC86	GO:0005615	0.412	C
A6NCI4	GO:0005829	0.310	C
A6NCL2	GO:0005576	0.498	C
A6NCL2	GO:0005615	0.480	C
A6NCQ9	GO:0005886	0.520	C
A6ND91	GO:0005829	0.413	C
A6ND91	GO:0005886	0.527	C
A6NDX4	GO:0005783	0.332	C
A6NES4	GO:0005737	0.326	C
A6NES4	GO:0005829	0.481	C
A6NEY8	GO:0005829	0.799	C
A6NFE3	GO:0005929	0.335	C
A6NFE3	GO:0005930	0.479	C
A6NFE3	GO:0031514	0.614	C
A6NFE3	GO:0036126	0.330	C
A6NFE3	GO:0097228	0.309	C
A6NFF2	GO:0005634	0.480	C
A6NGA9	GO:0005886	0.675	C
A6NGB0	GO:0005814	0.370	C
A6NGB7	GO:0005886	0.623	C
A6NGR9	GO:0005737	0.372	C
A6NGR9	GO:0005829	0.486	C
A6NGY1	GO:0005634	0.589	C
A6NGY1	GO:0005654	0.473	C
A6NHS7	GO:0005886	0.595	C
A6NIN4	GO:0005737	0.351	C
A6NJ69	GO:0005634	0.345	C
A6NKC9	GO:0005737	0.351	C
A6NKC9	GO:0005829	0.487	C
A6NKC9	GO:0005886	0.522	C
A6NKF7	GO:0005886	0.571	C
A6NKL6	GO:0005886	0.539	C
A6NKL6	GO:0098978	0.317	C
A6NM11	GO:0005886	0.372	C
A6NM11	GO:0070062	0.301	C
A6NM62	GO:0005886	0.480	C
A6NMD0	GO:0005886	0.570	C
A6NML5	GO:0005886	0.693	C
A6NMS7	GO:0005886	0.368	C
A6NMS7	GO:0070062	0.304	C
A6NNA2	GO:0005634	0.620	C
A6NNA2	GO:0005654	0.566	C
A6NNC1	GO:0005634	0.403	C
A6NNC1	GO:0005654	0.423	C
A7E835	GO:0005634	0.312	C
A7E835	GO:0005829	0.310	C
A8K0R7	GO:0005634	0.624	C
A8K0R7	GO:0005654	0.582	C
A8K979	GO:0005634	0.506	C
A8K979	GO:0005654	0.556	C
A8M6W3	GO:0005829	0.321	C
A8M6W3	GO:0005886	0.877	C
A8M6W3	GO:0009274	0.350	C
A8M6W6	GO:0005886	0.658	C
A8M6W6	GO:0009274	0.351	C
A8MQ11	GO:0005634	0.352	C
A8MQ11	GO:0005739	0.565	C
A8MT70	GO:0005813	0.335	C
A8MT70	GO:0005829	0.331	C
A8MTW9	GO:0005576	0.701	C
A8MTW9	GO:0005615	0.363	C
A8MUN3	GO:0005739	0.312	C
A8MVX0	GO:0005829	0.332	C
A8MWV9	GO:0005886	0.814	C
A8MWV9	GO:0008076	0.781	C
A8MYZ0	GO:0005737	0.375	C
A8MYZ0	GO:0005829	0.514	C
A8P9W4	GO:0005576	0.720	C
A8P9W4	GO:0031160	0.307	C
A8PA37	GO:0005576	0.741	C
A8PA37	GO:0020002	0.480	C
A8PA37	GO:0031160	0.364	C
A9BHL2	GO:0005634	0.330	C
A9BHL2	GO:0005829	0.516	C
A9CJR8	GO:0030288	0.632	C
B1APH4	GO:0005634	0.510	C
B1MDC3	GO:0005576	0.698	C
B1MDC3	GO:0005886	0.678	C
B1MDC3	GO:0009274	0.664	C
B1MDE5	GO:0005829	0.382	C
B1MDE5	GO:0005886	0.874	C
B1MDE5	GO:0009274	0.519	C
B2RD01	GO:0005634	0.762	C
B2RXF0	GO:0005783	0.399	C
B2RXF0	GO:0005789	0.577	C
B4DSL7	GO:0005634	0.845	C
B4XYC8	GO:0005829	0.302	C
B4XYC8	GO:0005886	0.806	C
B4XYC8	GO:0009274	0.732	C
B6SEH8	GO:0005886	0.328	C
B6SEH9	GO:0005886	0.417	C
B7PCV3	GO:0005576	0.628	C
B7PCV3	GO:0005615	0.512	C
B7R4L8	GO:0005739	0.701	C
B7Z8K6	GO:0005886	0.620	C
B7Z8K6	GO:0009897	0.302	C
B8BNY7	GO:0005739	0.463	C
B8BNY8	GO:0005886	0.494	C
B8DUI5	GO:0005829	0.326	C
B8ZZ34	GO:0005886	0.566	C
B9ZUK6	GO:0005886	0.524	C
C0HMD1	GO:0005576	0.590	C
C0HMD5	GO:0005576	0.494	C
C0HMD5	GO:0005615	0.384	C
C4JF73	GO:0005829	0.406	C
C4JF78	GO:0005634	0.365	C
C4JF78	GO:0005829	0.452	C
C4JF79	GO:0005829	0.735	C
C4JF81	GO:0005829	0.560	C
C4JF82	GO:0005634	0.306	C
C4JF82	GO:0005829	0.727	C
C5MR76	GO:0005829	0.671	C
C6KTD4	GO:0005737	0.374	C
C9J069	GO:0005737	0.408	C
C9J069	GO:0005829	0.312	C
C9J202	GO:0005829	0.404	C
C9JBD0	GO:0005739	0.311	C
C9JH25	GO:0005886	0.647	C
C9JI98	GO:0005886	0.725	C
C9JL84	GO:0005886	0.519	C
C9JUS6	GO:0005576	0.462	C
C9JUS6	GO:0005615	0.436	C
C9ZDC6	GO:0005886	0.651	C
C9ZDC6	GO:0009274	0.495	C
D2XUU4	GO:0005576	0.939	C
D2XUU5	GO:0005576	0.939	C
D2XUU6	GO:0005576	0.937	C
D2XUU7	GO:0005576	0.920	C
D2XUU8	GO:0005576	0.939	C
D2XUU9	GO:0005576	0.941	C
D2XUV0	GO:0005576	0.938	C
D2XUV1	GO:0005576	0.937	C
D3DTV9	GO:0005739	0.301	C
D4GU28	GO:0005829	0.541	C
D4GVA7	GO:0005886	0.464	C
D4GW82	GO:0005829	0.562	C
D4GYL4	GO:0005829	0.339	C
D4GYL4	GO:0005886	0.522	C
D5AKX4	GO:0005886	0.348	C
D5AKX5	GO:0005886	0.750	C
D5AKX6	GO:0005829	0.438	C
D5AKX6	GO:0005886	0.745	C
D5AKX6	GO:0009274	0.604	C
