protein_id	go_term	score	aspect
Q96B70	GO:0003723	0.362	F
Q96B70	GO:0005515	0.665	F
Q96D70	GO:0005515	0.919	F
Q96DX4	GO:0004842	0.409	F
Q96DX4	GO:0005515	0.816	F
Q96DX4	GO:0061630	0.498	F
Q96E66	GO:0005515	0.889	F
Q96F63	GO:0005515	0.873	F
Q96F83	GO:0005515	0.931	F
Q96HH4	GO:0005515	0.850	F
Q96J86	GO:0005515	0.917	F
Q96KJ4	GO:0005515	0.714	F
Q96LQ0	GO:0005515	0.820	F
Q96M19	GO:0005515	0.929	F
Q96M43	GO:0005515	0.912	F
Q96MU5	GO:0005515	0.957	F
Q96N35	GO:0005515	0.912	F
Q96N68	GO:0005515	0.946	F
Q96NA8	GO:0005515	0.875	F
Q96PG1	GO:0005515	0.881	F
Q96PS1	GO:0005515	0.832	F
Q96PS6	GO:0005515	0.916	F
Q96QD5	GO:0005515	0.880	F
Q96QE4	GO:0005515	0.828	F
Q96QU4	GO:0005515	0.874	F
Q96RY5	GO:0003682	0.330	F
Q96RY5	GO:0005515	0.819	F
Q96SK2	GO:0005515	0.807	F
Q97ZH4	GO:0003735	0.966	F
Q97ZJ8	GO:0005515	0.319	F
Q98500	GO:0004651	0.714	F
Q98500	GO:0005515	0.328	F
Q98500	GO:0099122	0.335	F
Q988D3	GO:0016218	0.473	F
Q988D3	GO:0140907	0.739	F
Q99YA0	GO:0005515	0.408	F
Q9AYZ3	GO:0005515	0.828	F
Q9BIM7	GO:0005515	0.387	F
Q9BQ49	GO:0005515	0.755	F
Q9BQP9	GO:0005515	0.633	F
Q9BSK0	GO:0005515	0.884	F
Q9BV87	GO:0005515	0.731	F
Q9BVR0	GO:0005515	0.866	F
Q9BVR0	GO:0061630	0.697	F
Q9BWV2	GO:0005515	0.651	F
Q9BXR3	GO:0005515	0.382	F
Q9BXY5	GO:0005515	0.804	F
Q9BYL1	GO:0005515	0.906	F
Q9BZ97	GO:0005515	0.746	F
Q9BZA5	GO:0005085	0.437	F
Q9BZA5	GO:0005515	0.912	F
Q9BZC5	GO:0004984	0.619	F
Q9BZC5	GO:0005515	0.553	F
Q9C0B7	GO:0005515	0.830	F
Q9C0D4	GO:0005515	0.756	F
Q9C0D4	GO:0008327	0.480	F
Q9C0G0	GO:0000978	0.454	F
Q9C0G0	GO:0001227	0.408	F
Q9C0G0	GO:0005515	0.839	F
Q9C0G0	GO:0140938	0.330	F
Q9C2X0	GO:0005199	0.836	F
Q9C2X0	GO:0008061	0.690	F
Q9C2X0	GO:0019863	0.414	F
Q9C2X0	GO:0030248	0.682	F
Q9C2X0	GO:0045735	0.398	F
Q9C7T1	GO:0005515	0.561	F
Q9DQA5	GO:0005515	0.822	F
Q9F7D7	GO:0008126	0.481	F
Q9F7D7	GO:0016787	0.386	F
Q9F7D7	GO:0034338	0.666	F
Q9F7D7	GO:0106435	0.551	F
Q9FD33	GO:0005506	0.447	F
Q9FD33	GO:0005515	0.372	F
Q9FD33	GO:0042802	0.390	F
Q9FD36	GO:0010181	0.644	F
Q9FD36	GO:0140616	0.414	F
Q9FKQ7	GO:0005515	0.726	F
Q9FRR2	GO:0005515	0.828	F
Q9GIP4	GO:0005515	0.381	F
Q9GIP4	GO:0015171	0.424	F
Q9GTP4	GO:0005337	0.934	F
Q9GTP4	GO:0032217	0.311	F
Q9GTP5	GO:0005337	0.915	F
Q9GTP5	GO:0015205	0.626	F
Q9GTP5	GO:0032217	0.520	F
Q9GZW5	GO:0005515	0.938	F
Q9H0A3	GO:0004962	0.364	F
Q9H0A3	GO:0005515	0.744	F
Q9H106	GO:0005515	0.764	F
Q9H330	GO:0005515	0.609	F
Q9H354	GO:0004962	0.371	F
Q9H354	GO:0005515	0.705	F
Q9H607	GO:0005515	0.874	F
Q9H7B7	GO:0005515	0.896	F
Q9H853	GO:0005515	0.783	F
Q9H9K5	GO:0005515	0.664	F
Q9H9R9	GO:0004862	0.637	F
Q9H9R9	GO:0005515	0.925	F
Q9HA90	GO:0005515	0.896	F
Q9HBI5	GO:0005515	0.888	F
Q9HD87	GO:0005515	0.770	F
Q9HD87	GO:0042030	0.352	F
Q9HDB9	GO:0005515	0.757	F
Q9HSN1	GO:0005515	0.693	F
Q9J4L4	GO:0005515	0.564	F
Q9JAE0	GO:0005515	0.652	F
Q9JN36	GO:0005515	0.331	F
Q9JN36	GO:0009046	0.350	F
Q9KJT3	GO:0005515	0.539	F
Q9KU93	GO:0004175	0.456	F
Q9KU93	GO:0005515	0.414	F
Q9L391	GO:0016881	0.590	F
Q9LZE4	GO:0003919	0.528	F
Q9LZE4	GO:0005515	0.311	F
Q9LZE4	GO:0016783	0.542	F
Q9MBW4	GO:0003677	0.477	F
Q9MBW4	GO:0005515	0.761	F
Q9MBY2	GO:0005515	0.722	F
Q9MCT0	GO:0005515	0.866	F
Q9NBV4	GO:0005337	0.735	F
Q9NPU4	GO:0005515	0.788	F
Q9NRI6	GO:0090729	0.468	F
Q9NSQ0	GO:0005515	0.853	F
Q9NUR3	GO:0005515	0.867	F
Q9NVE5	GO:0004197	0.471	F
Q9NVE5	GO:0004843	0.954	F
Q9NVE5	GO:0005515	0.795	F
Q9NVE5	GO:0101005	0.540	F
Q9NX77	GO:0005515	0.703	F
Q9NXP7	GO:0005515	0.667	F
Q9P1C3	GO:0005515	0.856	F
Q9P1V8	GO:0005515	0.943	F
Q9P2P1	GO:0003723	0.466	F
Q9P2P1	GO:0005515	0.895	F
Q9P2S6	GO:0005515	0.885	F
Q9P2W6	GO:0005515	0.983	F
Q9P8T0	GO:0005199	0.405	F
Q9QC07	GO:0005515	0.395	F
Q9SKA8	GO:0005515	0.773	F
Q9T0K8	GO:0005515	0.816	F
Q9T0K8	GO:0008017	0.385	F
Q9UBP8	GO:0005515	0.945	F
Q9UJQ7	GO:0005515	0.702	F
Q9UK00	GO:0005515	0.746	F
Q9ULL0	GO:0005515	0.878	F
Q9ULL5	GO:0003713	0.330	F
Q9ULL5	GO:0005515	0.784	F
Q9UQG0	GO:0005515	0.411	F
Q9VAM5	GO:0003682	0.321	F
Q9VAM5	GO:0003713	0.414	F
Q9VAM5	GO:0005515	0.877	F
Q9VIA5	GO:0004984	0.612	F
Q9VIA5	GO:0033041	0.506	F
Q9VQG9	GO:0005102	0.331	F
Q9VQG9	GO:0005515	0.484	F
Q9VQG9	GO:0008083	0.610	F
Q9VQG9	GO:0016015	0.558	F
Q9VQG9	GO:0048018	0.555	F
Q9W365	GO:0005515	0.386	F
Q9WAF5	GO:0005515	0.424	F
Q9WJR5	GO:0005515	0.381	F
Q9WYV6	GO:0004106	0.813	F
Q9Y334	GO:0005515	0.612	F
Q9Y3B9	GO:0003723	0.435	F
Q9Y3B9	GO:0005515	0.862	F
Q9Y3T6	GO:0003723	0.526	F
Q9Y3T6	GO:0005515	0.929	F
Q9Y442	GO:0005515	0.848	F
Q9Y4K1	GO:0005515	0.842	F
Q9Y6U7	GO:0005515	0.856	F
Q9Y6U7	GO:0061630	0.402	F
Q9ZUB7	GO:0005515	0.842	F
R9UC06	GO:0005515	0.310	F
R9UC06	GO:0008289	0.341	F
R9UCX1	GO:0090729	0.314	F
R9UE59	GO:0090729	0.351	F
R9UE63	GO:0005515	0.330	F
R9UE65	GO:0005515	0.303	F
R9UFJ8	GO:0090729	0.425	F
S8ESV1	GO:0005515	0.512	F
S8EUF0	GO:0004672	0.588	F
S8EUF0	GO:0004674	0.754	F
S8EUF0	GO:0005515	0.681	F
S8EV69	GO:0005515	0.868	F
S8EV69	GO:0008017	0.322	F
S8F0G9	GO:0000175	0.369	F
S8F0G9	GO:0003723	0.373	F
S8F0G9	GO:0003729	0.404	F
S8F0G9	GO:0005515	0.527	F
S8F0G9	GO:1990817	0.630	F
S8F258	GO:0003729	0.457	F
S8F258	GO:0005515	0.687	F
S8F3G6	GO:0005515	0.855	F
S8F527	GO:0003678	0.348	F
S8F527	GO:0003723	0.438	F
S8F527	GO:0003729	0.327	F
S8F527	GO:0004521	0.440	F
S8F527	GO:0004534	0.346	F
S8F527	GO:0004674	0.319	F
S8F527	GO:0005515	0.324	F
S8F527	GO:0050265	0.741	F
S8G033	GO:0005515	0.794	F
S8G6L4	GO:0005515	0.653	F
S8GH32	GO:0004674	0.313	F
S8GH32	GO:0005515	0.803	F
S8GI44	GO:0004672	0.690	F
S8GI44	GO:0004674	0.811	F
S8GI44	GO:0005515	0.790	F
T2BMW7	GO:0000978	0.562	F
T2BMW7	GO:0000981	0.412	F
T2BMW7	GO:0003700	0.534	F
T2BMW7	GO:0043565	0.403	F
V9TNS0	GO:0004575	0.406	F
V9TNS0	GO:0046558	0.312	F
W1QDU5	GO:0005515	0.514	F
W6JLV4	GO:0004161	0.535	F
W6JLV4	GO:0004659	0.992	F
W6QTF2	GO:0003700	0.507	F
W6QTF2	GO:0043565	0.425	F
W7L9C2	GO:0016218	0.884	F
W7L9C2	GO:0016491	0.535	F
W7L9C2	GO:0016646	0.343	F
W8P1J0	GO:0008061	0.464	F
A0A067N4H9	GO:0005576	0.895	C
A0A067N4H9	GO:0140593	0.307	C
A0A067N4P3	GO:0005576	0.840	C
A0A067N4P3	GO:0140593	0.308	C
A0A067N4P7	GO:0005576	0.866	C
A0A067N4P7	GO:0031160	0.343	C
A0A067N4P7	GO:0042025	0.319	C
A0A067N582	GO:0005576	0.806	C
A0A067N582	GO:0009277	0.396	C
A0A067N582	GO:0031160	0.805	C
A0A067N582	GO:0140593	0.487	C
A0A067N648	GO:0005576	0.840	C
A0A067N648	GO:0009277	0.377	C
A0A067N648	GO:0031160	0.517	C
A0A067N7P3	GO:0005576	0.923	C
A0A067N7P3	GO:0020002	0.382	C
A0A067N7P3	GO:0031160	0.707	C
A0A067N7P3	GO:0042025	0.575	C
A0A067N7P3	GO:0140593	0.564	C
A0A067NEJ5	GO:0005576	0.854	C
A0A067NEJ5	GO:0031160	0.317	C
A0A067NFU6	GO:0005576	0.883	C
A0A067NFU6	GO:0031160	0.593	C
A0A067NFU6	GO:0140593	0.584	C
A0A067NGV3	GO:0005576	0.819	C
A0A067NGV3	GO:0031160	0.334	C
A0A067NHE1	GO:0005576	0.764	C
A0A067NHE1	GO:0009277	0.328	C
A0A067NHW8	GO:0005576	0.819	C
A0A067NHW8	GO:0031160	0.790	C
A0A067NMT6	GO:0005576	0.846	C
A0A067NMT6	GO:0031160	0.453	C
A0A067NMT6	GO:0140593	0.327	C
A0A067NN74	GO:0005576	0.859	C
A0A067NN74	GO:0031160	0.609	C
A0A067NRJ8	GO:0005576	0.866	C
A0A067NRJ8	GO:0031160	0.813	C
A0A067NRQ5	GO:0005576	0.769	C
A0A067NRQ5	GO:0031160	0.787	C
A0A067NRQ5	GO:0140593	0.465	C
A0A067P0I9	GO:0005576	0.918	C
A0A067P0I9	GO:0140593	0.307	C
A0A067P1E6	GO:0005576	0.889	C
A0A067P1E6	GO:0009277	0.357	C
A0A067P1E6	GO:0031160	0.610	C
A0A067P1K6	GO:0005576	0.862	C
A0A067P1K6	GO:0031160	0.684	C
A0A067P1K6	GO:0140593	0.551	C
A0A067P494	GO:0005576	0.899	C
A0A067P494	GO:0031160	0.374	C
A0A067P943	GO:0005576	0.853	C
A0A067P943	GO:0031160	0.561	C
A0A067PCX8	GO:0005576	0.887	C
A0A067PCX8	GO:0031160	0.579	C
A0A067PCX8	GO:0140593	0.551	C
A0A075B6H5	GO:0005576	0.742	C
A0A075B6H5	GO:0005886	0.705	C
A0A075B6N2	GO:0005576	0.825	C
A0A075B6N2	GO:0005886	0.664	C
A0A075B6S0	GO:0005576	0.911	C
A0A075B6Y3	GO:0005576	0.766	C
A0A075B6Y9	GO:0005576	0.886	C
A0A075B6Y9	GO:0005615	0.342	C
A0A075B700	GO:0005576	0.844	C
A0A075B706	GO:0005576	0.654	C
A0A087WT03	GO:0005576	0.497	C
A0A087WT03	GO:0005886	0.664	C
A0A087WTH1	GO:0005886	0.697	C
A0A087WV53	GO:0036379	0.414	C
A0A087WWA1	GO:0005634	0.428	C
A0A087WWA1	GO:0005739	0.399	C
A0A096LP49	GO:0005813	0.385	C
A0A0A0MS02	GO:0005576	0.774	C
A0A0A0MS02	GO:0005886	0.599	C
A0A0A0MS02	GO:0042105	0.344	C
A0A0A0MT70	GO:0005576	0.785	C
A0A0A0MT76	GO:0005576	0.562	C
A0A0A0MT76	GO:0005615	0.570	C
A0A0A0MT87	GO:0005576	0.653	C
A0A0A0MT94	GO:0005576	0.730	C
A0A0A0MTA7	GO:0005576	0.769	C
A0A0A2J434	GO:0005576	0.894	C
A0A0A2J434	GO:0140593	0.341	C
A0A0A2J9B3	GO:0005634	0.849	C
A0A0A2JK41	GO:0005576	0.853	C
A0A0A2K253	GO:0005576	0.832	C
A0A0A2KI06	GO:0005576	0.749	C
A0A0A2KI06	GO:0009277	0.512	C
A0A0A2KI06	GO:0031160	0.527	C
A0A0A8X338	GO:0005886	0.869	C
A0A0B4J1U4	GO:0005576	0.634	C
A0A0B4J1U4	GO:0005886	0.576	C
A0A0B4J200	GO:0005576	0.725	C
A0A0B4J200	GO:0005615	0.384	C
A0A0C3D4E3	GO:0005576	0.948	C
A0A0C3D4E3	GO:0031160	0.512	C
A0A0C4DH27	GO:0005576	0.766	C
A0A0C4DH27	GO:0005886	0.593	C
A0A0C4DH62	GO:0005576	0.737	C
A0A0C4DH62	GO:0005615	0.499	C
A0A0D1BZL3	GO:0005576	0.793	C
A0A0D1BZL3	GO:0031160	0.557	C
A0A0D1C4X3	GO:0005829	0.508	C
A0A0D1C4X3	GO:0005886	0.443	C
A0A0D1C5X6	GO:0005576	0.498	C
A0A0D1C5X6	GO:0005615	0.530	C
A0A0D1CKI0	GO:0005576	0.782	C
A0A0D1CKI0	GO:0030446	0.482	C
A0A0D1DPX0	GO:0005576	0.686	C
A0A0D1E951	GO:0000324	0.544	C
A0A0D1E951	GO:0005576	0.610	C
A0A0E1RWL5	GO:0005829	0.544	C
A0A0E3D8N3	GO:0005783	0.413	C
A0A0F6B5X3	GO:0032993	0.635	C
A0A0F6B5X3	GO:0110001	0.998	C
A0A0F6B8D9	GO:0005829	0.331	C
A0A0F6B8D9	GO:0032993	0.776	C
A0A0F6B8D9	GO:0110001	0.995	C
A0A0F6BAH8	GO:0032993	0.882	C
A0A0F6BAH8	GO:0110001	0.985	C
A0A0F6BAH9	GO:0005829	0.369	C
A0A0F6BAH9	GO:0005886	0.342	C
A0A0F6NRE2	GO:0005576	0.886	C
A0A0F7TZ11	GO:0005783	0.495	C
A0A0F9X418	GO:0005634	0.430	C
A0A0F9X418	GO:0005829	0.510	C
A0A0G2JMH3	GO:0005739	0.363	C
A0A0H2X6L3	GO:0005829	0.398	C
A0A0H3HYU6	GO:0032993	0.823	C
A0A0H3KA40	GO:0005886	0.804	C
A0A0H3LMJ1	GO:0005886	0.752	C
A0A0H3LMJ1	GO:0015627	0.417	C
A0A0H3LVU7	GO:0005886	0.751	C
A0A0H3LVU7	GO:0015627	0.519	C
A0A0J9U5N0	GO:0005634	0.947	C
A0A0J9UHQ6	GO:0005576	0.722	C
A0A0J9UHQ6	GO:0009277	0.918	C
A0A0J9UHQ6	GO:0009986	0.660	C
A0A0J9UHQ6	GO:0010339	0.304	C
A0A0J9UHQ6	GO:0030445	0.311	C
A0A0J9UHQ6	GO:0030446	0.351	C
A0A0J9UJP6	GO:0005576	0.829	C
A0A0J9UJP6	GO:0009277	0.333	C
A0A0J9UJP6	GO:0031160	0.404	C
A0A0J9UJP6	GO:0140593	0.369	C
A0A0J9VT58	GO:0005634	0.774	C
A0A0J9VYS2	GO:0005634	0.691	C
A0A0J9W3S9	GO:0005634	0.784	C
A0A0J9W9G2	GO:0005634	0.806	C
A0A0J9WAS0	GO:0005634	0.798	C
A0A0J9WG94	GO:0000785	0.461	C
A0A0J9WG94	GO:0005634	0.905	C
A0A0J9WP80	GO:0005634	0.746	C
A0A0J9WVC0	GO:0005634	0.819	C
A0A0J9YWL9	GO:0005634	0.398	C
A0A0J9YWL9	GO:0005654	0.473	C
A0A0J9YWP8	GO:0005576	0.886	C
A0A0J9YWX3	GO:0005576	0.751	C
A0A0J9YWX3	GO:0005615	0.381	C
A0A0J9YXG5	GO:0005576	0.766	C
A0A0J9YXM7	GO:0005576	0.681	C
A0A0J9YXM7	GO:0005615	0.466	C
A0A0J9YY54	GO:0005634	0.530	C
A0A0J9YY54	GO:0005654	0.491	C
A0A0L1JEZ9	GO:0005783	0.301	C
A0A0L1JF88	GO:0005829	0.439	C
A0A0L1JF88	GO:0005886	0.519	C
A0A0L1JF88	GO:0009274	0.419	C
A0A0M4JNZ0	GO:0005886	0.656	C
A0A0M4JNZ0	GO:0030425	0.319	C
A0A0M8N4S6	GO:0005634	0.332	C
A0A0M8N4S6	GO:0005739	0.307	C
A0A0M8N4S6	GO:0005777	0.405	C
A0A0M8N4S6	GO:0005829	0.485	C
A0A0M8N8C7	GO:0005783	0.554	C
A0A0M8N8C7	GO:0005789	0.337	C
A0A0M9VX84	GO:0005783	0.368	C
A0A0N7KBN8	GO:0005576	0.874	C
A0A0N7KBN8	GO:0042151	0.444	C
A0A0N9LWM6	GO:0005576	0.711	C
A0A0P0UTI6	GO:0005576	0.847	C
A0A0P0UTJ1	GO:0005576	0.898	C
A0A0P0UTJ1	GO:0005615	0.384	C
A0A0P0UTQ7	GO:0005576	0.959	C
A0A0Q9K5G9	GO:0005829	0.465	C
A0A0Q9K5G9	GO:0031471	0.423	C
A0A0Q9K5G9	GO:0031472	0.828	C
A0A0U1RQI7	GO:0005634	0.352	C
A0A0U1RQS6	GO:0005886	0.428	C
A0A0U1RRA0	GO:0005886	0.521	C
A0A125YWU9	GO:0005886	0.570	C
A0A125YYB5	GO:0005634	0.486	C
A0A183	GO:0005739	0.326	C
A0A194VQ39	GO:0005886	0.770	C
A0A194VQN7	GO:0005829	0.372	C
A0A194VQN7	GO:0005835	0.354	C
A0A194VQT0	GO:0000329	0.340	C
A0A194VQT0	GO:0005783	0.352	C
A0A194VQT0	GO:0005886	0.453	C
A0A194W8T8	GO:0005737	0.355	C
A0A194W8T8	GO:0005829	0.354	C
A0A194W8T8	GO:0032153	0.635	C
A0A194W8T8	GO:0051286	0.519	C
A0A1B0GTH9	GO:0005634	0.342	C
A0A1B0GTI8	GO:0005886	0.425	C
A0A1B0GTK4	GO:0001669	0.334	C
A0A1B0GTR0	GO:0001669	0.369	C
A0A1B0GTR0	GO:0005576	0.660	C
A0A1B0GTR0	GO:0005615	0.493	C
A0A1B0GTS1	GO:0005634	0.830	C
A0A1B0GTS1	GO:0005654	0.459	C
A0A1B0GTS1	GO:0005737	0.356	C
A0A1B0GTS1	GO:0016605	0.347	C
A0A1B0GTY4	GO:0001669	0.446	C
A0A1B0GU29	GO:0005794	0.309	C
A0A1B0GU29	GO:0005886	0.364	C
A0A1B0GUA5	GO:0005886	0.323	C
A0A1B0GUA7	GO:0005576	0.477	C
A0A1B0GUA7	GO:0005615	0.381	C
A0A1B0GUA7	GO:0005886	0.521	C
A0A1B0GUV8	GO:0005576	0.787	C
A0A1B0GUV8	GO:0005615	0.674	C
A0A1B0GUV8	GO:0070062	0.367	C
A0A1B0GUW6	GO:0005634	0.433	C
A0A1B0GUW6	GO:0005654	0.384	C
A0A1B0GUW7	GO:0005783	0.574	C
A0A1B0GUW7	GO:0005789	0.468	C
A0A1B0GV85	GO:0005576	0.328	C
A0A1B0GV85	GO:0005615	0.430	C
A0A1B0GV85	GO:0005886	0.366	C
A0A1B0GV90	GO:0005886	0.469	C
A0A1B0GVD1	GO:0005576	0.482	C
A0A1B0GVD1	GO:0005615	0.603	C
A0A1B0GVH4	GO:0001669	0.664	C
A0A1B0GVN3	GO:0005886	0.454	C
A0A1B0GVS7	GO:0005737	0.305	C
A0A1B0GVS7	GO:0005886	0.341	C
A0A1B0GVT2	GO:0005886	0.405	C
A0A1B0GVV1	GO:0005886	0.614	C
A0A1B0GVY4	GO:0005783	0.395	C
A0A1B0GVZ9	GO:0005783	0.399	C
A0A1B0GVZ9	GO:0005789	0.429	C
A0A1B0GW54	GO:0005886	0.760	C
A0A1B0GW64	GO:0005886	0.578	C
A0A1B0GWB2	GO:0005886	0.351	C
A0A1B0GWH4	GO:0005634	0.826	C
A0A1B0GWH4	GO:0005654	0.446	C
A0A1B0GWH4	GO:0005737	0.352	C
A0A1B0GWH4	GO:0016605	0.332	C
A0A1B0GWH6	GO:0009536	0.851	C
A0A1D8PCF5	GO:0005634	0.624	C
A0A1D8PCF5	GO:0005737	0.373	C
A0A1D8PCM7	GO:0005634	0.814	C
A0A1D8PCT5	GO:0000324	0.329	C
A0A1D8PCT7	GO:0000324	0.320	C
A0A1D8PDI4	GO:0005634	0.933	C
A0A1D8PE43	GO:0005634	0.863	C
A0A1D8PEH1	GO:0005634	0.911	C
A0A1D8PEJ0	GO:0000324	0.330	C
A0A1D8PES5	GO:0005576	0.339	C
A0A1D8PES5	GO:0005783	0.368	C
A0A1D8PG41	GO:0005634	0.810	C
A0A1D8PG41	GO:0005737	0.319	C
A0A1D8PGF3	GO:0005634	0.869	C
A0A1D8PHW6	GO:0005634	0.922	C
A0A1D8PI22	GO:0005829	0.364	C
A0A1D8PI22	GO:0062040	0.360	C
A0A1D8PJ72	GO:0005634	0.810	C
A0A1D8PJ96	GO:0005634	0.905	C
A0A1D8PJJ7	GO:0005634	0.916	C
A0A1D8PJX7	GO:0005634	0.796	C
A0A1D8PKB5	GO:0005634	0.848	C
A0A1D8PKB5	GO:0089716	0.521	C
A0A1D8PL89	GO:0005634	0.910	C
A0A1D8PLA4	GO:0005634	0.879	C
A0A1D8PLA4	GO:0005737	0.303	C
A0A1D8PLT8	GO:0005634	0.478	C
A0A1D8PLT8	GO:0005737	0.544	C
A0A1D8PM93	GO:0000932	0.598	C
A0A1D8PM93	GO:0005737	0.472	C
A0A1D8PM93	GO:0005849	0.307	C
A0A1D8PME2	GO:0005634	0.819	C
A0A1D8PMM6	GO:0005794	0.318	C
A0A1D8PMQ3	GO:0000324	0.404	C
A0A1D8PN93	GO:0005634	0.856	C
A0A1D8PN93	GO:0005737	0.354	C
A0A1D8PNF7	GO:0005634	0.765	C
A0A1D8PNM8	GO:0005634	0.920	C
A0A1D8PNN1	GO:0005634	0.790	C
A0A1D8PPQ3	GO:0005634	0.794	C
A0A1D8PPQ3	GO:0005737	0.348	C
A0A1D8PRL9	GO:0005634	0.865	C
A0A1D8PT64	GO:0005634	0.884	C
A0A1D8PU45	GO:0005634	0.869	C
A0A1D9PXD2	GO:0000785	0.409	C
A0A1D9PXD2	GO:0005634	0.959	C
A0A1D9PYE1	GO:0000785	0.487	C
A0A1D9PYE1	GO:0005634	0.959	C
A0A1D9QGL5	GO:0000785	0.443	C
A0A1D9QGL5	GO:0005634	0.957	C
A0A1E3M8P2	GO:0005829	0.635	C
A0A1F5L592	GO:0005634	0.521	C
A0A1F5L592	GO:0005829	0.515	C
A0A1I1NU16	GO:0005886	0.689	C
A0A1I1NU27	GO:0005886	0.339	C
A0A1I1P074	GO:0042601	0.335	C
A0A1I1P2K9	GO:0005634	0.333	C
A0A1I1P2K9	GO:0005737	0.334	C
A0A1I1P2K9	GO:0005829	0.341	C
A0A1I9QLC3	GO:0005576	0.835	C
A0A1I9QLC4	GO:0005576	0.839	C
A0A1I9QLC4	GO:0031160	0.316	C
A0A1I9QLC5	GO:0005576	0.836	C
A0A1I9QLC5	GO:0031160	0.678	C
A0A1I9QLC6	GO:0005576	0.848	C
A0A1I9QLC6	GO:0031160	0.381	C
A0A1I9QLC6	GO:0140593	0.306	C
A0A1I9QLC7	GO:0005576	0.845	C
A0A1I9QLC7	GO:0031160	0.390	C
A0A1I9QLC7	GO:0140593	0.336	C
A0A1I9QLC8	GO:0005576	0.832	C
A0A1I9QLC8	GO:0031160	0.421	C
A0A1I9QLC8	GO:0140593	0.364	C
A0A1I9QLC9	GO:0005576	0.818	C
A0A1I9QLC9	GO:0009277	0.502	C
A0A1I9QLC9	GO:0031160	0.730	C
A0A1I9QLD0	GO:0005576	0.809	C
A0A1I9QLD0	GO:0031160	0.604	C
A0A1I9QLD1	GO:0005576	0.832	C
A0A1I9QLD1	GO:0031160	0.517	C
A0A1L9X985	GO:0005634	0.748	C
A0A1L9X985	GO:0005829	0.614	C
A0A1L9X986	GO:0005634	0.704	C
A0A1L9X9G5	GO:0005634	0.361	C
A0A1L9X9G5	GO:0005829	0.542	C
A0A1Q5Q699	GO:0005634	0.453	C
A0A1Q5Q699	GO:0005829	0.475	C
A0A1S4FD88	GO:0005886	0.515	C
A0A1V6KBG7	GO:0005886	0.398	C
A0A1V6KBG7	GO:0009274	0.602	C
A0A1W2PPK0	GO:0005634	0.776	C
A0A1W2PPM1	GO:0005634	0.788	C
A0A1W2PPM1	GO:0005654	0.417	C
A0A1W2PPM1	GO:0032444	0.323	C
A0A1W2PQU2	GO:0000506	0.388	C
A0A219TTW8	GO:0005576	0.836	C
A0A219TTW8	GO:0140593	0.581	C
A0A224AUB0	GO:0005886	0.894	C
A0A224AUB0	GO:0009274	0.611	C
A0A261GRE4	GO:0005576	0.553	C
A0A286YEV6	GO:0005829	0.947	C
A0A286YEX9	GO:0005829	0.925	C
A0A286YEY9	GO:0005829	0.924	C
A0A286YF01	GO:0005829	0.938	C
A0A286YF46	GO:0005829	0.927	C
A0A286YF58	GO:0005886	0.406	C
A0A286YF60	GO:0005829	0.934	C
A0A286YF77	GO:0005829	0.921	C
A0A286YFB4	GO:0005829	0.925	C
A0A286YFG1	GO:0005829	0.921	C
A0A286YFK9	GO:0005783	0.534	C
A0A286YFK9	GO:0005789	0.658	C
A0A2G0QDP0	GO:0005829	0.578	C
A0A2H4SBS0	GO:0005576	0.873	C
A0A2H4SBS0	GO:0020002	0.352	C
A0A2H4SBS0	GO:0031160	0.799	C
A0A2H4SBS0	GO:0042025	0.391	C
A0A2H4SBS0	GO:0140593	0.601	C
A0A2H4SHM4	GO:0005576	0.851	C
A0A2H4SHM4	GO:0031160	0.514	C
A0A2H4SHM4	GO:0140593	0.833	C
A0A2H4SI69	GO:0005576	0.821	C
A0A2H4SI69	GO:0031160	0.596	C
A0A2K3D179	GO:0005829	0.357	C
A0A2R8Y4Y8	GO:0005576	0.546	C
A0A2R8Y4Y8	GO:0005615	0.477	C
A0A2R8Y7Y5	GO:0005886	0.601	C
A0A2R8YCJ5	GO:0005886	0.497	C
A0A2R8YFM6	GO:0005576	0.329	C
A0A2R8YFM6	GO:0005615	0.420	C
A0A2T1AE85	GO:0005829	0.601	C
A0A2T3YYV2	GO:0005576	0.704	C
A0A2T3YYV2	GO:0031160	0.768	C
A0A2T3Z3L3	GO:0005576	0.819	C
A0A2T3Z3L3	GO:0140593	0.618	C
A0A2T3ZAF2	GO:0005576	0.855	C
A0A2T3ZAF2	GO:0031160	0.530	C
A0A2T3ZAF2	GO:0140593	0.720	C
A0A2T3ZC06	GO:0005576	0.899	C
A0A2T3ZC06	GO:0140593	0.512	C
A0A2T3ZCF4	GO:0005576	0.870	C
A0A2T3ZCF4	GO:0031160	0.348	C
A0A2T3ZCF4	GO:0140593	0.587	C
A0A2T3ZJ73	GO:0005576	0.659	C
A0A2T3ZJ73	GO:0020002	0.400	C
A0A2T3ZJ73	GO:0031160	0.312	C
A0A2T3ZJV9	GO:0005576	0.853	C
A0A2T3ZJV9	GO:0031160	0.481	C
A0A2T3ZJV9	GO:0140593	0.541	C
A0A2T3ZKC8	GO:0005576	0.855	C
A0A2T3ZKC8	GO:0140593	0.398	C
A0A2Z4LIS9	GO:0005634	0.823	C
A0A2Z4LIS9	GO:0005654	0.555	C
A0A2Z5U3C2	GO:0005783	0.672	C
A0A2Z5U3C2	GO:0005789	0.375	C
